Key,Value
3.061726510562651,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017      91.0944           25  60.0000               11.0859   
2018     -48.1760           35  45.7143                9.0195   
2019      99.2828           26  53.8462               11.8297   
2020      68.0412           30  33.3333               30.8853   
2021     198.5816           29  55.1724               19.5230   
2022       6.2286           30  40.0000               15.7202   
2023     -58.6877           29  34.4828                7.6467   
2024      65.4914           16  56.2500               13.9317   
Overall  421.8564          220  45.0355               14.0461   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -7.5194     -40.8712       2.2288  8, 30, 93, 40  
2018               -10.1310     -86.5736      -0.5565  8, 30, 93, 40  
2019                -5.5277     -26.7500       3.7115  8, 30, 93, 40  
2020               -12.0406    -137.7838       0.4938  8, 30, 93, 40  
2021                -8.7528     -50.1626       3.9588  8, 30, 93, 40  
2022               -10.1341     -88.7589       0.0702  8, 30, 93, 40  
2023                -7.1134     -68.2563      -0.8598  8, 30, 93, 40  
2024                -8.5563     -21.3233       3.0714  8, 30, 93, 40  
Overall             -9.1493    -137.7838       3.0617   8,30, 93, 40  "
3.0562879065932065,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     139.1408           27  66.6667               11.3152   
2018     -42.2919           38  47.3684                8.5167   
2019     107.8351           30  53.3333               11.4147   
2020      66.0210           33  30.3030               33.1642   
2021     197.9245           32  56.2500               17.9228   
2022      18.0286           33  42.4242               15.0789   
2023     -49.8188           31  38.7097                7.4285   
2024      54.0009           19  52.6316               12.8569   
Overall  490.8403          243  46.1783               13.6531   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -7.1702     -29.5335       4.7113  8, 33, 93, 40  
2018                -9.7796     -88.2707      -0.4791  8, 33, 93, 40  
2019                -5.3429     -21.6940       4.9707  8, 33, 93, 40  
2020               -11.5487    -148.4455       0.4447  8, 33, 93, 40  
2021                -8.9061     -56.0600       3.5306  8, 33, 93, 40  
2022               -10.1619     -66.2971       0.2719  8, 33, 93, 40  
2023                -7.3137     -54.6684      -0.9113  8, 33, 93, 40  
2024                -8.2854     -21.3233       2.5325  8, 33, 93, 40  
Overall             -9.0827    -160.6002       3.0563   8,33, 93, 40  "
3.003148865493683,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     142.0249           27  59.2593               13.4709   
2018     -42.4646           37  43.2432                8.8759   
2019      76.0743           28  46.4286               12.7848   
2020      56.6567           32  28.1250               35.8086   
2021     168.8591           30  46.6667               20.5138   
2022      39.1096           31  38.7097               19.4003   
2023       1.6007           29  44.8276               11.1557   
2024      35.9618           20  55.0000                8.8384   
Overall  477.8225          234  43.8944               14.8752   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -6.6827     -30.7288       4.6219  8, 33, 96, 50  
2018                -8.7847     -68.8080      -0.6171  8, 33, 96, 50  
2019                -6.0086     -29.2178       2.6037  8, 33, 96, 50  
2020               -11.5487    -159.1072       0.3561  8, 33, 96, 50  
2021                -7.3959     -55.3449       3.0510  8, 33, 96, 50  
2022               -10.1944     -75.9848       0.5147  8, 33, 96, 50  
2023                -8.9640     -61.6693       0.0260  8, 33, 96, 50  
2024                -6.8068     -21.3233       1.6865  8, 33, 96, 50  
Overall             -8.9992    -159.1072       3.0031   8,33, 96, 50  "
2.969441602980821,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     179.7221           25  68.0000               13.6117   
2018     -39.6293           31  48.3871                9.2151   
2019      80.4739           29  55.1724               11.1583   
2020      69.2671           34  32.3529               29.8230   
2021     187.9986           30  60.0000               17.2412   
2022      -5.7850           33  42.4242               13.8843   
2023     -77.1418           25  24.0000                6.7271   
2024     111.5026           18  55.5556               18.2528   
Overall  506.4082          225  46.3918               14.2050   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio       Variation  
2017                -6.4596     -26.6725       6.7381  10, 33, 84, 40  
2018               -11.1160     -74.8499      -0.5295  10, 33, 84, 40  
2019                -7.5429     -45.3301       1.7753  10, 33, 84, 40  
2020               -11.2516    -170.5399       0.4062  10, 33, 84, 40  
2021               -10.1953     -49.4905       3.7987  10, 33, 84, 40  
2022               -10.5350     -98.4508      -0.0588  10, 33, 84, 40  
2023                -6.1845     -83.5453      -0.9234  10, 33, 84, 40  
2024                -8.8782     -21.3233       5.2291  10, 33, 84, 40  
Overall             -9.4891    -170.5399       2.9694   10,33, 84, 40  "
2.906281267637257,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     164.4140           25  64.0000               14.1720   
2018     -39.6293           31  48.3871                9.2151   
2019      80.4739           29  55.1724               11.1583   
2020      69.2671           34  32.3529               29.8230   
2021     186.1958           30  56.6667               18.1720   
2022       0.5546           33  42.4242               14.3371   
2023     -77.1418           25  24.0000                6.7271   
2024     111.5026           18  55.5556               18.2528   
Overall  495.6368          225  45.7045               14.4222   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio       Variation  
2017                -6.9265     -31.9313       5.1490  10, 33, 87, 40  
2018               -11.1160     -74.8499      -0.5295  10, 33, 87, 40  
2019                -7.5429     -45.3301       1.7753  10, 33, 87, 40  
2020               -11.2516    -170.5399       0.4062  10, 33, 87, 40  
2021                -9.4407     -49.4905       3.7623  10, 33, 87, 40  
2022               -10.5350     -98.4508       0.0056  10, 33, 87, 40  
2023                -6.1845     -83.5453      -0.9234  10, 33, 87, 40  
2024                -8.8782     -21.3233       5.2291  10, 33, 87, 40  
Overall             -9.4389    -170.5399       2.9063   10,33, 87, 40  "
2.894300625660681,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     100.3496           26  50.0000               13.9217   
2018     -43.7170           34  44.1176                8.9623   
2019      69.5499           24  45.8333               13.4589   
2020      58.8108           29  31.0345               33.2914   
2021     171.9689           28  50.0000               20.5138   
2022      33.6407           28  35.7143               21.6673   
2023     -10.5542           28  39.2857               11.7730   
2024      49.5972           17  52.9412               11.7130   
Overall  429.6459          214  42.8571               15.6024   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -6.2025     -37.9586       2.6437  8, 30, 99, 50  
2018                -9.3764     -62.4791      -0.6997  8, 30, 99, 50  
2019                -6.0383     -35.6698       1.9498  8, 30, 99, 50  
2020               -12.0406    -148.4455       0.3962  8, 30, 99, 50  
2021                -8.2303     -52.2352       3.2922  8, 30, 99, 50  
2022               -10.1685     -92.1154       0.3652  8, 30, 99, 50  
2023                -8.2387     -72.8039      -0.1450  8, 30, 99, 50  
2024                -6.9775     -23.1355       2.1438  8, 30, 99, 50  
Overall             -9.0909    -148.4455       2.8943   8,30, 99, 50  "
2.8602035191319852,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017      84.0493           30  66.6667                8.0667   
2018     -29.1695           42  47.6190                7.4689   
2019     103.6581           41  58.5366                8.3955   
2020      63.3572           34  29.4118               32.2840   
2021     146.9872           32  46.8750               18.8914   
2022       9.2707           37  43.2432               11.2713   
2023      18.1677           35  45.7143                9.0087   
2024      53.8906           20  55.0000               11.6948   
Overall  450.2114          271  47.6056               11.7373   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -7.7285     -21.3233       3.9417  8, 33, 87, 20  
2018                -8.1158     -86.0305      -0.3391  8, 33, 87, 20  
2019                -5.7550     -26.5541       3.9037  8, 33, 87, 20  
2020               -10.8118    -148.4455       0.4268  8, 33, 87, 20  
2021                -8.0226     -51.2680       2.8670  8, 33, 87, 20  
2022                -8.1462     -69.2096       0.1340  8, 33, 87, 20  
2023                -6.6301     -46.0480       0.3945  8, 33, 87, 20  
2024                -8.3058     -18.0363       2.9879  8, 33, 87, 20  
Overall             -8.3075    -157.4054       2.8602   8,33, 87, 20  "
2.854212202170717,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     145.6554           17  58.8235               19.0096   
2018     -80.0416           26  30.7692               13.4886   
2019     111.1294           23  52.1739               18.4443   
2020      79.5237           32  25.0000               43.0059   
2021     249.4325           24  58.3333               24.5160   
2022     -96.3606           26  15.3846               34.7447   
2023      57.3772           19  31.5789               27.7539   
2024     103.6986           12  66.6667               17.4113   
Overall  570.4147          179  37.4468               22.3918   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio        Variation  
2017                -6.3486     -27.3949       5.3169  10, 33, 99, 100  
2018               -10.4417    -110.6565      -0.7233  10, 33, 99, 100  
2019               -10.0184     -51.1396       2.1731  10, 33, 99, 100  
2020               -11.0218    -199.8501       0.3979  10, 33, 99, 100  
2021                -9.3791     -42.6467       5.8488  10, 33, 99, 100  
2022               -10.6973    -177.2318      -0.5437  10, 33, 99, 100  
2023                -8.3959     -70.4634       0.8143  10, 33, 99, 100  
2024                -8.8980     -21.3233       4.8632  10, 33, 99, 100  
Overall             -9.8702    -199.8501       2.8542   10,33, 99, 100  "
2.842747464908464,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     136.7403           21  57.1429               16.4679   
2018     -23.2344           26  50.0000               10.0754   
2019      63.6838           26  53.8462               11.5216   
2020     -52.9890           31  22.5806               31.1564   
2021     219.8628           24  66.6667               18.6485   
2022     121.4749           25  44.0000               22.9142   
2023     -29.7697           21  33.3333                8.6215   
2024     112.9164           17  52.9412               20.0195   
Overall  548.6852          191  45.2000               15.5597   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio       Variation  
2017                -6.7638     -34.4024       3.9747  12, 33, 84, 40  
2018               -11.8627     -63.2635      -0.3673  12, 33, 84, 40  
2019                -8.1348     -45.4037       1.4026  12, 33, 84, 40  
2020               -11.2952    -180.7528      -0.2932  12, 33, 84, 40  
2021                -9.8141     -31.9850       6.8739  12, 33, 84, 40  
2022                -9.3272     -42.6467       2.8484  12, 33, 84, 40  
2023                -6.4372     -44.3179      -0.6717  12, 33, 84, 40  
2024                -8.4074     -12.3671       9.1304  12, 33, 84, 40  
Overall             -9.5177    -193.0123       2.8427   12,33, 84, 40  "
2.8274573401149348,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017      84.0493           30  66.6667                8.0667   
2018     -29.1695           42  47.6190                7.4689   
2019     111.6486           41  58.5366                8.3955   
2020      63.3572           34  29.4118               32.2840   
2021     143.3725           32  46.8750               18.6504   
2022       9.2707           37  43.2432               11.2713   
2023      18.1677           35  45.7143                9.0087   
2024      44.3605           20  55.0000               10.6836   
Overall  445.0570          271  47.6056               11.6501   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -7.7285     -21.3233       3.9417  8, 33, 84, 20  
2018                -8.1158     -86.0305      -0.3391  8, 33, 84, 20  
2019                -5.2850     -26.5541       4.2046  8, 33, 84, 20  
2020               -10.8118    -148.4455       0.4268  8, 33, 84, 20  
2021                -8.0226     -54.6226       2.6248  8, 33, 84, 20  
2022                -8.1462     -69.2096       0.1340  8, 33, 84, 20  
2023                -6.6301     -46.0480       0.3945  8, 33, 84, 20  
2024                -8.1288     -18.0363       2.4595  8, 33, 84, 20  
Overall             -8.2560    -157.4054       2.8275   8,33, 84, 20  "
2.8216259039263805,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     140.0027           18  61.1111               18.1074   
2018     -10.5818           20  55.0000                8.4198   
2019      47.1858           22  45.4545               13.3843   
2020     -43.8927           25  16.0000               47.8570   
2021     196.9333           20  60.0000               22.8078   
2022     120.4629           22  40.9091               26.5625   
2023      54.9125           19  52.6316               13.1718   
2024      42.0982           13  46.1538               16.6135   
Overall  547.1209          159  44.4976               17.2572   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio       Variation  
2017                -8.4541     -30.9925       4.5173  12, 30, 87, 50  
2018               -11.4667     -43.4131      -0.2437  12, 30, 87, 50  
2019                -7.2214     -55.8010       0.8456  12, 30, 87, 50  
2020               -11.2057    -157.2035      -0.2792  12, 30, 87, 50  
2021                -9.5951     -21.3233       9.2356  12, 30, 87, 50  
2022                -9.1231     -42.8016       2.8144  12, 30, 87, 50  
2023                -8.5339     -37.2496       1.4742  12, 30, 87, 50  
2024                -8.2261     -35.8300       1.1749  12, 30, 87, 50  
Overall             -9.6212    -193.9027       2.8216   12,30, 87, 50  "
2.805315020299184,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017      84.0493           30  66.6667                8.0667   
2018     -29.1695           42  47.6190                7.4689   
2019     103.6581           41  58.5366                8.3955   
2020      63.3572           34  29.4118               32.2840   
2021     146.9872           32  46.8750               18.8914   
2022       9.2707           37  43.2432               11.2713   
2023      18.1677           35  45.7143                9.0087   
2024      45.2509           20  55.0000               11.6948   
Overall  441.5717          271  47.6056               11.7217   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -7.7285     -21.3233       3.9417  8, 33, 99, 20  
2018                -8.1158     -86.0305      -0.3391  8, 33, 99, 20  
2019                -5.7550     -26.5541       3.9037  8, 33, 99, 20  
2020               -10.8118    -148.4455       0.4268  8, 33, 99, 20  
2021                -8.0226     -51.2680       2.8670  8, 33, 99, 20  
2022                -8.1462     -69.2096       0.1340  8, 33, 99, 20  
2023                -6.6301     -46.0480       0.3945  8, 33, 99, 20  
2024                -9.2657     -21.2515       2.1293  8, 33, 99, 20  
Overall             -8.3539    -157.4054       2.8053   8,33, 99, 20  "
2.802030068413604,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     100.3496           26  50.0000               13.9217   
2018     -43.7170           34  44.1176                8.9623   
2019      69.5499           24  45.8333               13.4589   
2020      58.8108           29  31.0345               33.2914   
2021     171.9689           28  50.0000               20.5138   
2022      33.6407           28  35.7143               21.6673   
2023     -10.5542           28  39.2857               11.7730   
2024      35.9001           17  52.9412               10.1911   
Overall  415.9488          214  42.7007               15.3387   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -6.2025     -37.9586       2.6437  8, 30, 96, 50  
2018                -9.3764     -62.4791      -0.6997  8, 30, 96, 50  
2019                -6.0383     -35.6698       1.9498  8, 30, 96, 50  
2020               -12.0406    -148.4455       0.3962  8, 30, 96, 50  
2021                -8.2303     -52.2352       3.2922  8, 30, 96, 50  
2022               -10.1685     -92.1154       0.3652  8, 30, 96, 50  
2023                -8.2387     -72.8039      -0.1450  8, 30, 96, 50  
2024                -6.9775     -23.1355       1.5517  8, 30, 96, 50  
Overall             -9.0441    -148.4455       2.8020   8,30, 96, 50  "
2.7873652584223825,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     140.0027           18  61.1111               18.1074   
2018     -10.5818           20  55.0000                8.4198   
2019      47.1858           22  45.4545               13.3843   
2020     -43.8927           25  16.0000               47.8570   
2021     190.2901           20  60.0000               22.2542   
2022     120.4629           22  40.9091               26.5625   
2023      54.9125           19  52.6316               13.1718   
2024      42.0982           13  46.1538               16.6135   
Overall  540.4777          159  44.7115               17.7728   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio       Variation  
2017                -8.4541     -30.9925       4.5173  12, 30, 90, 50  
2018               -11.4667     -43.4131      -0.2437  12, 30, 90, 50  
2019                -7.2214     -55.8010       0.8456  12, 30, 90, 50  
2020               -11.2057    -157.2035      -0.2792  12, 30, 90, 50  
2021                -9.5951     -21.3233       8.9240  12, 30, 90, 50  
2022                -9.1231     -42.8016       2.8144  12, 30, 90, 50  
2023                -8.5339     -37.2496       1.4742  12, 30, 90, 50  
2024                -8.2261     -35.8300       1.1749  12, 30, 90, 50  
Overall             -9.6535    -193.9027       2.7874   12,30, 90, 50  "
2.7827627083874553,"        Total ROI Total Trades Win Rate Avg Profit% per Trade  \
2017     139.1408           27  66.6667               11.3152   
2018     -61.8336           38  44.7368                8.4953   
2019     107.8351           30  53.3333               11.4147   
2020      44.2336           33  27.2727               35.6129   
2021     197.9245           32  56.2500               17.9228   
2022      18.0286           33  42.4242               15.0789   
2023     -49.8188           31  38.7097                7.4285   
2024      51.4017           19  47.3684               14.0241   
Overall  446.9121          243  45.3674               13.9193   

        Avg Loss% per Trade Max Drawdown ROI/DD Ratio      Variation  
2017                -7.1702     -29.5335       4.7113  8, 33, 99, 40  
2018                -9.8216    -107.8123      -0.5735  8, 33, 99, 40  
2019                -5.3429     -21.6940       4.9707  8, 33, 99, 40  
2020               -11.5118    -159.1072       0.2780  8, 33, 99, 40  
2021                -8.9061     -56.0600       3.5306  8, 33, 99, 40  
2022               -10.1619     -66.2971       0.2719  8, 33, 99, 40  
2023                -7.3137     -54.6684      -0.9113  8, 33, 99, 40  
2024                -7.4815     -21.5697       2.3831  8, 33, 99, 40  
Overall             -9.0956    -160.6002       2.7828   8,33, 99, 40  "
