Day,Day High,Day Low,Daily Range,Current Day Open,Multiplier to Range,Entry Level Long,Entry Level Short,Break Type,Strike,Expiry,DTE,Contract,Option Type,Entry Time,Entry Price,Exit Time,Exit Price,Remark,Points,Slippage,Points w cs,Qty,PnL,PnL w cs,ROI%,ROI% w cs,Previous Day,Trade Year
2021-05-11,14899.45,14774.3,125.15000000000146,14823.55,50%,14886.125,14760.974999999999,low,14900,2021-05-12,0,NIFTY2151214900CE,CE,2021-05-12 09:31:00,5.7,2021-05-12 15:30:00,0.1,EOD Closing,5.6000000000000005,0.057999999999999996,5.542000000000001,5436.241610738255,30442.95302013423,30127.651006711414,0.33825503355704706,0.33475167785234905,,2021
2021-05-12,14823.55,14650.1,173.4499999999989,14749.4,50%,14836.125,14662.675,low,14850,2021-05-20,6,NIFTY2152014850CE,CE,2021-05-14 09:22:00,64.1,2021-05-14 15:30:00,54.7,EOD Closing,9.399999999999991,1.188,8.21199999999999,5454.545454545455,51272.72727272723,44792.72727272723,0.5696969696969693,0.4976969696969692,,2021
,14749.4,14592.15,157.25,14756.25,50%,14834.875,14677.625,high,14700,2021-05-20,3,NIFTY2152014700PE,PE,2021-05-17 12:17:00,54.35,2021-05-17 15:30:00,0.1,EOD Closing,54.25,0.5445000000000001,53.7055,5510.2040816326535,298928.5714285715,295928.2653061225,3.321428571428572,3.2880918367346945,2021-05-14,2021
,15137.1,15043.9,93.20000000000073,15058.6,50%,15105.2,15012.0,high,15000,2021-05-20,1,NIFTY2152015000PE,PE,2021-05-19 09:30:00,37.8,2021-05-19 13:39:00,49.0,SL Hit,-11.200000000000003,0.868,-12.068000000000003,5400.0,-60480.000000000015,-65167.20000000002,-0.6720000000000002,-0.7240800000000002,2021-05-18,2021
2021-05-18,15137.1,15043.9,93.20000000000073,15058.6,50%,15105.2,15012.0,low,15100,2021-05-20,1,NIFTY2152015100CE,CE,2021-05-19 15:21:00,33.0,2021-05-19 15:30:00,0.1,EOD Closing,32.9,0.331,32.568999999999996,5364.238410596026,176483.44370860927,174707.88079470195,1.9609271523178808,1.9411986754966883,,2021
2021-05-19,15133.1,15009.6,123.5,15042.6,50%,15104.35,14980.85,low,15100,2021-05-20,0,NIFTY2152015100CE,CE,2021-05-20 09:29:00,9.2,2021-05-20 15:30:00,0.1,EOD Closing,9.1,0.09299999999999999,9.007,5364.238410596026,48814.569536423835,48315.69536423841,0.5423841059602648,0.536841059602649,,2021
,15068.5,14885.15,183.35000000000036,14987.8,50%,15079.474999999999,14896.125,high,14900,2021-05-27,6,NIFTY21MAY14900PE,PE,2021-05-21 10:19:00,55.9,2021-05-21 15:30:00,0.1,EOD Closing,55.8,0.56,55.239999999999995,5436.241610738255,303342.2818791946,300297.9865771812,3.3704697986577177,3.3366442953020137,2021-05-20,2021
2021-05-24,15256.0,15146.5,109.5,15291.75,50%,15346.5,15237.0,low,15350,2021-05-27,2,NIFTY21MAY15350CE,CE,2021-05-25 11:11:00,35.9,2021-05-25 11:34:00,37.35,SL Hit,-1.4500000000000028,0.7325,-2.1825000000000028,5276.872964169381,-7651.465798045617,-11516.775244299688,-0.0850162866449513,-0.12796416938110763,,2021
,15469.15,15395.4,73.75,15437.75,50%,15474.625,15400.875,high,15400,2021-06-03,3,NIFTY2160315400PE,PE,2021-05-31 10:08:00,61.8,2021-05-31 15:30:00,0.05,EOD Closing,61.75,0.6184999999999999,61.1315,5259.74025974026,324788.961038961,321535.8116883117,3.608766233766233,3.57262012987013,2021-05-28,2021
2021-05-28,15469.15,15395.4,73.75,15437.75,50%,15474.625,15400.875,low,15450,2021-06-03,3,NIFTY2160315450CE,CE,2021-05-31 09:25:00,67.95,2021-05-31 10:08:00,110.85,SL Hit,-42.89999999999999,1.7880000000000003,-44.68799999999999,5242.718446601942,-224912.62135922324,-234286.6019417475,-2.4990291262135917,-2.603184466019417,,2021
,15660.25,15528.35,131.89999999999964,15520.35,50%,15586.3,15454.400000000001,high,15450,2021-06-03,1,NIFTY2160315450PE,PE,2021-06-02 15:17:00,11.05,2021-06-02 15:30:00,0.1,EOD Closing,10.950000000000001,0.1115,10.838500000000002,5242.718446601942,57407.76699029127,56823.20388349515,0.637864077669903,0.631368932038835,2021-06-01,2021
2021-06-03,15703.55,15611.55,92.0,15712.5,50%,15758.5,15666.5,low,15750,2021-06-10,6,NIFTY2161015750CE,CE,2021-06-04 11:15:00,71.7,2021-06-04 15:30:00,0.1,EOD Closing,71.60000000000001,0.718,70.882,5142.857142857143,368228.5714285715,364536.00000000006,4.0914285714285725,4.050400000000001,,2021
2021-06-07,15773.0,15679.45,93.54999999999927,15773.9,50%,15820.675,15727.125,low,15800,2021-06-10,2,NIFTY2161015800CE,CE,2021-06-08 09:40:00,43.6,2021-06-08 15:30:00,0.05,EOD Closing,43.550000000000004,0.4365,43.1135,5126.5822784810125,223262.65822784812,221024.90506329114,2.4806962025316457,2.455832278481013,,2021
2021-06-08,15775.55,15680.55,95.0,15766.3,50%,15813.8,15718.8,low,15800,2021-06-10,1,NIFTY2161015800CE,CE,2021-06-09 13:10:00,21.3,2021-06-09 15:30:00,0.05,EOD Closing,21.25,0.21350000000000002,21.0365,5126.5822784810125,108939.87341772152,107845.34810126582,1.2104430379746836,1.1982816455696201,,2021
2021-06-11,15834.95,15750.55,84.40000000000146,15791.4,50%,15833.6,15749.199999999999,low,15850,2021-06-17,3,NIFTY2161715850CE,CE,2021-06-14 09:15:00,42.8,2021-06-14 15:30:00,0.1,EOD Closing,42.699999999999996,0.429,42.270999999999994,5110.410094637224,218214.51104100942,216022.14511041006,2.424605678233438,2.4002460567823336,,2021
,15901.2,15846.85,54.350000000000364,15847.5,50%,15874.675,15820.325,high,15800,2021-06-17,1,NIFTY2161715800PE,PE,2021-06-16 09:34:00,36.55,2021-06-16 09:46:00,42.8,SL Hit,-6.25,0.7935,-7.0435,5126.5822784810125,-32041.139240506327,-36109.08227848101,-0.3560126582278481,-0.40121202531645567,2021-06-15,2021
2021-06-15,15901.2,15846.85,54.350000000000364,15847.5,50%,15874.675,15820.325,low,15850,2021-06-17,1,NIFTY2161715850CE,CE,2021-06-16 09:15:00,52.4,2021-06-16 15:30:00,0.1,EOD Closing,52.3,0.525,51.775,5110.410094637224,267274.4479495268,264591.4826498422,2.969716088328075,2.9399053627760243,,2021
,15880.45,15743.65,136.8000000000011,15648.3,50%,15716.7,15579.899999999998,high,15600,2021-06-17,0,NIFTY2161715600PE,PE,2021-06-17 09:41:00,9.95,2021-06-17 09:42:00,9.95,SL Hit,0.0,0.19899999999999998,-0.19899999999999998,5192.307692307692,0.0,-1033.2692307692307,0.0,-0.01148076923076923,2021-06-16,2021
2021-06-17,15769.2,15617.9,151.3000000000011,15756.5,50%,15832.150000000001,15680.849999999999,low,15850,2021-06-24,6,NIFTY21JUN15850CE,CE,2021-06-18 09:42:00,46.2,2021-06-18 15:30:00,0.05,EOD Closing,46.150000000000006,0.4625,45.68750000000001,5110.410094637224,235845.4258675079,233481.8611987382,2.620504731861199,2.594242902208202,,2021
,15756.5,15451.5,305.0,15525.85,50%,15678.35,15373.35,high,15350,2021-06-24,3,NIFTY21JUN15350PE,PE,2021-06-21 13:10:00,21.65,2021-06-21 15:30:00,0.05,EOD Closing,21.599999999999998,0.217,21.383,5276.872964169381,113980.45602605861,112835.37459283386,1.266449511400651,1.2537263843648205,2021-06-18,2021
2021-06-22,15895.45,15753.35,142.10000000000036,15862.8,50%,15933.849999999999,15791.75,low,15950,2021-06-24,1,NIFTY21JUN15950CE,CE,2021-06-23 09:22:00,12.8,2021-06-23 15:30:00,0.05,EOD Closing,12.75,0.1285,12.6215,5078.369905956113,64749.21630094044,64096.645768025075,0.719435736677116,0.7121849529780563,,2021
2021-06-24,15821.3,15707.2,114.09999999999854,15839.35,50%,15896.4,15782.300000000001,low,15900,2021-07-01,6,NIFTY2170115900CE,CE,2021-06-25 10:04:00,58.7,2021-06-25 11:51:00,65.0,SL Hit,-6.299999999999997,1.237,-7.536999999999997,5094.33962264151,-32094.3396226415,-38396.037735849044,-0.3566037735849055,-0.42662264150943385,,2021
2021-06-25,15870.2,15772.55,97.65000000000146,15915.35,50%,15964.175000000001,15866.525,low,15950,2021-07-01,3,NIFTY2170115950CE,CE,2021-06-28 09:24:00,50.15,2021-06-28 09:25:00,50.15,SL Hit,0.0,1.003,-1.003,5078.369905956113,0.0,-5093.605015673981,0.0,-0.05659561128526646,,2021
2021-06-28,15915.35,15792.65,122.70000000000073,15807.5,50%,15868.85,15746.15,low,15850,2021-07-01,2,NIFTY2170115850CE,CE,2021-06-29 12:14:00,31.0,2021-06-29 15:30:00,0.05,EOD Closing,30.95,0.3105,30.639499999999998,5110.410094637224,158167.19242902208,156580.4100946372,1.7574132492113566,1.7397823343848577,,2021
,15835.5,15724.1,111.39999999999964,15776.9,50%,15832.599999999999,15721.2,high,15700,2021-07-01,1,NIFTY2170115700PE,PE,2021-06-30 10:45:00,13.15,2021-06-30 15:10:00,32.7,SL Hit,-19.550000000000004,0.4585,-20.008500000000005,5159.235668789809,-100863.05732484079,-103228.56687898093,-1.1207006369426753,-1.1469840764331214,2021-06-29,2021
2021-06-29,15835.5,15724.1,111.39999999999964,15776.9,50%,15832.599999999999,15721.2,low,15850,2021-07-01,1,NIFTY2170115850CE,CE,2021-06-30 15:10:00,8.05,2021-06-30 15:30:00,0.05,EOD Closing,8.0,0.08100000000000002,7.919,5110.410094637224,40883.28075709779,40469.33753943217,0.4542586750788643,0.44965930599369075,,2021
2021-06-30,15838.85,15710.05,128.8000000000011,15755.05,50%,15819.45,15690.649999999998,low,15800,2021-07-01,0,NIFTY2170115800CE,CE,2021-07-01 10:52:00,4.45,2021-07-01 15:30:00,0.05,EOD Closing,4.4,0.045,4.355,5126.5822784810125,22556.962025316458,22326.26582278481,0.25063291139240507,0.2480696202531646,,2021
2021-07-01,15755.05,15667.65,87.39999999999964,15705.85,50%,15749.55,15662.150000000001,low,15750,2021-07-08,6,NIFTY2170815750CE,CE,2021-07-02 09:28:00,54.85,2021-07-02 15:30:00,0.25,EOD Closing,54.6,0.551,54.049,5142.857142857143,280800.0,277966.28571428574,3.12,3.088514285714286,,2021
,15737.4,15636.3,101.10000000000036,15793.4,50%,15843.95,15742.849999999999,high,15750,2021-07-08,3,NIFTY2170815750PE,PE,2021-07-05 15:21:00,27.9,2021-07-05 15:30:00,21.9,EOD Closing,6.0,0.498,5.502,5142.857142857143,30857.14285714286,28296.0,0.34285714285714286,0.3144,2021-07-02,2021
,15845.6,15763.7,81.89999999999964,15813.75,50%,15854.7,15772.8,high,15750,2021-07-08,2,NIFTY2170815750PE,PE,2021-07-06 09:17:00,24.75,2021-07-06 15:30:00,21.9,EOD Closing,2.8500000000000014,0.46649999999999997,2.3835000000000015,5142.857142857143,14657.142857142866,12258.00000000001,0.16285714285714295,0.1362000000000001,2021-07-05,2021
,15913.95,15801.8,112.15000000000146,15819.6,50%,15875.675000000001,15763.525,high,15750,2021-07-08,1,NIFTY2170815750PE,PE,2021-07-07 15:07:00,10.4,2021-07-07 15:30:00,21.9,EOD Closing,-11.499999999999998,0.32299999999999995,-11.822999999999999,5142.857142857143,-59142.85714285714,-60803.99999999999,-0.657142857142857,-0.6755999999999999,2021-07-06,2021
2021-07-07,15892.75,15780.55,112.20000000000073,15855.4,50%,15911.5,15799.3,low,15900,2021-07-08,0,NIFTY2170815900CE,CE,2021-07-08 12:05:00,3.75,2021-07-08 15:30:00,0.15,EOD Closing,3.6,0.039,3.561,5094.33962264151,18339.622641509435,18140.943396226416,0.2037735849056604,0.20156603773584905,,2021
2021-07-09,15730.55,15633.45,97.09999999999854,15766.8,50%,15815.349999999999,15718.25,low,15800,2021-07-15,3,NIFTY2171515800CE,CE,2021-07-12 13:12:00,37.0,2021-07-12 15:30:00,124.85,EOD Closing,-87.85,1.6185,-89.46849999999999,5126.5822784810125,-450370.2531645569,-458667.6265822784,-5.004113924050633,-5.096306962025316,,2021
,15820.0,15744.8,75.20000000000073,15808.7,50%,15846.300000000001,15771.1,high,15750,2021-07-15,1,NIFTY2171515750PE,PE,2021-07-14 12:20:00,20.75,2021-07-14 15:30:00,0.05,EOD Closing,20.7,0.20800000000000002,20.492,5142.857142857143,106457.14285714286,105387.42857142858,1.1828571428571428,1.1709714285714288,2021-07-13,2021
2021-07-13,15820.0,15744.8,75.20000000000073,15808.7,50%,15846.300000000001,15771.1,low,15850,2021-07-15,1,NIFTY2171515850CE,CE,2021-07-14 09:32:00,19.1,2021-07-14 10:43:00,32.1,SL Hit,-13.0,0.512,-13.512,5110.410094637224,-66435.3312302839,-69051.86119873817,-0.7381703470031544,-0.7672429022082019,,2021
,15876.95,15764.55,112.40000000000146,15872.15,50%,15928.35,15815.949999999999,high,15800,2021-07-15,0,NIFTY2171515800PE,PE,2021-07-15 10:55:00,5.05,2021-07-15 15:30:00,0.05,EOD Closing,5.0,0.051,4.949,5126.5822784810125,25632.91139240506,25371.45569620253,0.28481012658227844,0.28190506329113924,2021-07-14,2021
2021-07-15,15952.15,15858.45,93.69999999999891,15958.35,50%,16005.2,15911.5,low,16000,2021-07-22,6,NIFTY2172216000CE,CE,2021-07-16 10:21:00,44.35,2021-07-16 15:30:00,0.05,EOD Closing,44.300000000000004,0.444,43.856,5062.5,224268.75000000003,222021.0,2.4918750000000003,2.4669,,2021
,15961.3,15883.25,78.04999999999927,15754.5,50%,15793.525,15715.475,high,15700,2021-07-22,3,NIFTY2172215700PE,PE,2021-07-19 09:21:00,33.6,2021-07-19 09:22:00,31.9,SL Hit,1.7000000000000028,0.655,1.0450000000000028,5159.235668789809,8770.70063694269,5391.401273885365,0.09745222929936323,0.059904458598726285,2021-07-16,2021
2021-07-16,15961.3,15883.25,78.04999999999927,15754.5,50%,15793.525,15715.475,low,15800,2021-07-22,3,NIFTY2172215800CE,CE,2021-07-19 14:41:00,36.35,2021-07-19 15:30:00,22.65,EOD Closing,13.700000000000003,0.59,13.110000000000003,5126.5822784810125,70234.17721518989,67209.49367088609,0.7803797468354432,0.7467721518987344,,2021
2021-07-19,15836.8,15707.65,129.14999999999964,15703.95,50%,15768.525000000001,15639.375,low,15750,2021-07-22,2,NIFTY2172215750CE,CE,2021-07-20 10:28:00,25.35,2021-07-20 15:30:00,72.65,EOD Closing,-47.300000000000004,0.98,-48.28,5142.857142857143,-243257.1428571429,-248297.14285714287,-2.7028571428571433,-2.758857142857143,,2021
,15725.35,15578.6,146.75,15736.6,50%,15809.975,15663.225,high,15650,2021-07-22,0,NIFTY2172215650PE,PE,2021-07-22 10:48:00,2.55,2021-07-22 15:30:00,0.1,EOD Closing,2.4499999999999997,0.0265,2.4234999999999998,5175.718849840256,12680.511182108625,12543.354632587858,0.1408945686900958,0.13937060702875398,2021-07-20,2021
2021-07-22,15834.25,15729.25,105.0,15856.8,50%,15909.3,15804.3,low,15900,2021-07-29,6,NIFTY21JUL15900CE,CE,2021-07-23 09:31:00,43.3,2021-07-23 09:55:00,49.4,SL Hit,-6.100000000000001,0.9269999999999999,-7.027000000000001,5094.33962264151,-31075.471698113215,-35797.9245283019,-0.3452830188679246,-0.3977547169811322,,2021
2021-07-26,15893.35,15799.4,93.95000000000073,15860.5,50%,15907.475,15813.525,low,15900,2021-07-29,2,NIFTY21JUL15900CE,CE,2021-07-27 12:21:00,24.75,2021-07-27 15:30:00,0.1,EOD Closing,24.65,0.24850000000000003,24.4015,5094.33962264151,125575.47169811321,124309.52830188679,1.3952830188679246,1.3812169811320754,,2021
2021-07-27,15881.3,15702.0,179.29999999999927,15761.55,50%,15851.199999999999,15671.9,low,15850,2021-07-29,1,NIFTY21JUL15850CE,CE,2021-07-28 09:18:00,12.55,2021-07-28 15:30:00,0.1,EOD Closing,12.450000000000001,0.1265,12.323500000000001,5110.410094637224,63624.60567823344,62978.13880126183,0.7069400630914826,0.6997570977917981,,2021
,15816.85,15738.65,78.20000000000073,15800.6,50%,15839.7,15761.5,high,15750,2021-08-05,6,NIFTY2180515750PE,PE,2021-07-30 13:49:00,52.5,2021-07-30 15:30:00,0.05,EOD Closing,52.45,0.5255,51.9245,5142.857142857143,269742.85714285716,267040.28571428574,2.9971428571428573,2.967114285714286,2021-07-29,2021
2021-07-29,15816.85,15738.65,78.20000000000073,15800.6,50%,15839.7,15761.5,low,15850,2021-08-05,6,NIFTY2180515850CE,CE,2021-07-30 09:15:00,57.65,2021-07-30 09:36:00,63.7,SL Hit,-6.050000000000004,1.2135,-7.263500000000004,5110.410094637224,-30917.981072555223,-37119.46372239749,-0.34353312302839134,-0.4124384858044166,,2021
,15892.5,15838.7,53.79999999999927,15951.55,50%,15978.449999999999,15924.65,high,15900,2021-08-05,2,NIFTY2180515900PE,PE,2021-08-03 10:48:00,44.05,2021-08-03 15:30:00,0.1,EOD Closing,43.949999999999996,0.4415,43.5085,5094.33962264151,223896.22641509434,221647.07547169813,2.4877358490566035,2.462745283018868,2021-08-02,2021
2021-08-02,15892.5,15838.7,53.79999999999927,15951.55,50%,15978.449999999999,15924.65,low,16000,2021-08-05,2,NIFTY2180516000CE,CE,2021-08-03 09:15:00,27.0,2021-08-03 09:16:00,23.7,SL Hit,3.3000000000000007,0.507,2.7930000000000006,5062.5,16706.250000000004,14139.562500000004,0.18562500000000004,0.15710625000000006,,2021
,16290.0,16188.55,101.45000000000073,16288.95,50%,16339.675000000001,16238.225,high,16250,2021-08-05,0,NIFTY2180516250PE,PE,2021-08-05 14:09:00,1.75,2021-08-05 15:30:00,0.15,EOD Closing,1.6,0.019,1.5810000000000002,4984.615384615385,7975.384615384616,7880.676923076924,0.08861538461538462,0.08756307692307692,2021-08-04,2021
